1.000000000000000000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.176811952434998000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.384886371393873250e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.629750834620643500e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.917910261672488750e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
2.257019719633919000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
2.656087782946687000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
3.125715849688235500e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
3.678379771828634500e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
4.328761281083057500e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
5.094138014816381000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
5.994842503189409000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
7.054802310718645000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
8.302175681319744000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
9.770099572992246000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.149756995397735600e+16 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.353047774579806800e+16 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.592282793341092200e+16 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.873817422860384000e+16 1.195052583824062645e+08 inf 1.702923353055335581e+08 4.007088173638094068e+08
2.205130739903045600e+16 5.480974277023751289e+07 inf 6.742643096342626214e+07 2.929156431888120174e+08
2.595024211399736000e+16 2.599180772044347972e+07 inf 2.951022553767820075e+07 2.180025647337960005e+08
3.053855508833415600e+16 1.324043148397542350e+07 inf 1.439663666995874606e+07 1.648649251353784502e+08
3.593813663804628000e+16 7.229205190321895294e+06 inf 7.665285158524251543e+06 1.270728382267421484e+08
4.229242874389498400e+16 4.268235342386312783e+06 inf 4.458768181212999858e+06 9.988342194319534302e+07
4.977023564332108800e+16 2.749471826744159218e+06 inf 2.847184515324257780e+06 8.011501601462067664e+07
5.857020818056664000e+16 1.906974435430251760e+06 inf 1.964163163519954775e+06 6.549558042226767540e+07
6.892612104349695200e+16 1.383502132752073696e+06 inf 1.419427377689942019e+06 5.466297606925185770e+07
8.111308307896868800e+16 1.020864108945726301e+06 inf 1.043822047509937547e+06 4.641533739837983996e+07
9.545484566618337600e+16 7.449872930478315102e+05 inf 7.590934505646700272e+05 4.008993761989814788e+07
1.123324032978027680e+17 5.397766694049250800e+05 inf 5.481918942318531917e+05 3.516260123156600446e+07
1.321941148466028800e+17 3.909517091138377436e+05 1.399788893298297119e+12 3.959126171744973981e+05 3.120117578173862025e+07
1.555676143930472320e+17 2.853566098517401842e+05 8.897664266738490295e+10 2.882927545479032560e+05 2.802728241692190245e+07
1.830738280295367680e+17 2.107352529582766874e+05 1.441107263881780815e+10 2.125050216752618726e+05 2.534854949881922081e+07
2.154434690031882240e+17 1.591179077158399159e+05 3.783537317314591885e+09 1.602297247389772674e+05 2.307113778768970817e+07
2.535364493970111360e+17 1.233457654103265231e+05 1.270281884239575624e+09 1.240840957795741706e+05 2.107343260550148040e+07
2.983647240283337600e+17 9.826113511147398094e+04 5.008672001249803305e+08 9.878388955415195960e+04 1.928308036820346490e+07
3.511191734215130880e+17 8.053110244395687187e+04 2.253237040085242987e+08 8.092883489745009865e+04 1.767120636819411069e+07
4.132012400115334400e+17 6.817173509453551378e+04 1.144076843747838289e+08 6.850105061263243260e+04 1.618671587857471779e+07
4.862601580065352960e+17 5.978484078129730915e+04 6.466481828557290137e+07 6.008270047779192828e+04 1.482405670192345791e+07
5.722367659350213760e+17 5.423889196409133729e+04 3.990039592254558951e+07 5.453136848330065550e+04 1.354584742360963859e+07
6.734150657750821120e+17 5.073235050681451685e+04 2.645606965031535178e+07 5.104036687041712139e+04 1.232219292288556881e+07
7.924828983539169280e+17 4.878135894127617939e+04 1.843434402051696554e+07 4.912712462098729884e+04 1.110696505448414944e+07
9.326033468832198400e+17 4.783186049818633182e+04 1.319262027330857143e+07 4.824080638950943830e+04 9.859139288309255615e+06
1.097498765493055744e+18 4.740291869752627827e+04 9.509260929209707305e+06 4.790917269233962725e+04 8.492054350488206372e+06
1.291549665014884096e+18 4.697561315006656514e+04 6.838553304975774139e+06 4.761968902290045662e+04 7.057444845933316275e+06
1.519911082952933120e+18 4.590778526181125926e+04 4.896464264489200898e+06 4.672904526913494919e+04 5.599032396802812815e+06
1.788649529057435136e+18 4.377571681942599389e+04 3.528943797918008640e+06 4.479033162963468203e+04 4.271728426995382644e+06
2.104904144512019456e+18 4.055833082064958580e+04 2.578214204552875832e+06 4.174605069904696575e+04 3.188573154891939834e+06
2.477076355991708672e+18 3.660808058860516030e+04 1.918129166890670080e+06 3.792199922722546034e+04 2.352308144058133010e+06
2.915053062825175552e+18 3.246800504548722893e+04 1.457669249154421501e+06 3.384918990242445579e+04 1.752171127351098461e+06
3.430469286314915840e+18 2.867887032746416662e+04 1.135601680159669835e+06 3.009060891527130661e+04 1.323930673625644064e+06
